timestamp,price,distance,exposure,open_positions,equity
2026-03-21 14:50:00,39.869,100.0,19.00072202743704,1,149.9943
2026-03-21 14:55:00,39.795,100.0,19.00072202743704,1,149.9414017582583
2026-03-21 15:00:00,39.859,100.0,19.00072202743704,1,149.98715158895382
2026-03-21 15:05:00,39.856,100.0,19.00072202743704,1,149.98500706564
2026-03-21 15:10:00,39.924,100.0,19.00072202743704,1,150.03361626075397
2026-03-21 15:15:00,39.807,100.0,19.00072202743704,1,149.94997985151372
2026-03-21 15:20:00,39.855,100.0,19.00072202743704,1,149.98429222453535
2026-03-21 15:25:00,39.861,100.0,19.00072202743704,1,149.98858127116307
2026-03-21 15:30:00,39.993,100.0,19.00072202743704,1,150.0829402969726
2026-03-21 15:35:00,39.865,100.0,19.00072202743704,1,149.99144063558154
2026-03-21 15:40:00,39.91,100.0,19.00072202743704,1,150.02360848528934
2026-03-21 15:45:00,40.063,100.0,19.00072202743704,1,150.13297917429583
2026-03-21 15:50:00,39.95,100.0,19.00072202743704,1,150.05220212947404
2026-03-21 15:55:00,39.908,100.0,19.00072202743704,1,150.0221788030801
2026-03-21 16:00:00,39.879,100.0,19.00072202743704,1,150.0014484110462
2026-03-21 16:05:00,39.859,100.0,19.00072202743704,1,149.98715158895382
2026-03-21 16:10:00,39.849,100.0,19.00072202743704,1,149.98000317790766
2026-03-21 16:15:00,39.965,100.0,19.00072202743704,1,150.0629247460433
2026-03-21 16:20:00,40.015,100.0,19.00072202743704,1,150.0986668012742
2026-03-21 16:25:00,39.919,100.0,19.00072202743704,1,150.0300420552309
2026-03-21 16:30:00,40.019,100.0,19.00072202743704,1,150.10152616569266
2026-03-21 16:35:00,40.119,100.0,38.00216610974921,2,150.16731049275444
2026-03-21 16:40:00,40.139,100.0,38.00216610974921,2,150.19581450695028
2026-03-21 16:45:00,40.221,100.0,38.00216610974921,2,150.31268096515322
2026-03-21 16:50:00,40.07,100.0,38.00216610974921,2,150.0974756579746
2026-03-21 16:55:00,40.003,100.0,57.004332274375635,3,149.9962876436103
2026-03-21 17:00:00,39.993,100.0,57.004332274375635,3,149.9749117122964
2026-03-21 17:05:00,39.971,100.0,57.004332274375635,3,149.92788466340582
2026-03-21 17:10:00,39.989,100.0,57.004332274375635,3,149.96636133977083
2026-03-21 17:15:00,39.963,100.0,57.004332274375635,3,149.91078391835472
2026-03-21 17:20:00,40.0,100.0,57.004332274375635,3,149.98987486421612
2026-03-21 17:25:00,40.01,100.0,57.004332274375635,3,150.01125079553
2026-03-21 17:30:00,40.163,100.0,57.004332274375635,3,150.3383025446326
2026-03-21 17:35:00,40.252,100.0,76.00722054875648,4,150.5228489831016
2026-03-21 17:40:00,40.262,100.0,76.00722054875648,4,150.5513045008021
2026-03-21 17:45:00,40.273,100.0,76.00722054875648,4,150.58260557027268
2026-03-21 17:50:00,40.226,100.0,76.00722054875648,4,150.44886463708022
2026-03-21 17:55:00,40.204,100.0,76.00722054875648,4,150.38626249813908
2026-03-21 18:00:00,40.165,100.0,76.00722054875648,4,150.27528597910703
2026-03-21 18:05:00,40.165,100.0,76.00722054875648,4,150.27528597910703
2026-03-21 18:10:00,40.227,100.0,76.00722054875648,4,150.45171018885026
2026-03-21 18:15:00,40.276,100.0,76.00722054875648,4,150.59114222558284
2026-03-21 18:20:00,40.338,100.0,76.00722054875648,4,150.7675664353261
2026-03-21 18:25:00,40.222,100.0,76.00722054875648,4,150.43748243000002
2026-03-21 18:30:00,40.309,100.0,76.00722054875648,4,150.68504543399456
2026-03-21 18:35:00,40.41,100.0,76.00722054875648,4,150.97244616276984
2026-03-21 18:40:00,40.418,100.0,76.00722054875648,4,150.99521057693028
2026-03-21 18:45:00,40.339,100.0,76.00722054875648,4,150.77041198709614
2026-03-21 18:50:00,40.276,100.0,76.00722054875648,4,150.59114222558284
2026-03-21 18:55:00,40.267,100.0,76.00722054875648,4,150.56553225965237
2026-03-21 19:00:00,40.28,100.0,76.00722054875648,4,150.60252443266305
2026-03-21 19:05:00,40.227,100.0,76.00722054875648,4,150.45171018885026
2026-03-21 19:10:00,40.242,100.0,76.00722054875648,4,150.49439346540106
2026-03-21 19:15:00,40.278,100.0,76.00722054875648,4,150.59683332912294
2026-03-21 19:20:00,40.284,100.0,76.00722054875648,4,150.61390663974325
2026-03-21 19:25:00,40.346,100.0,76.00722054875648,4,150.7903308494865
2026-03-21 19:30:00,40.222,100.0,76.00722054875648,4,150.43748243000002
2026-03-21 19:35:00,40.204,100.0,76.00722054875648,4,150.38626249813908
2026-03-21 19:40:00,40.228,100.0,76.00722054875648,4,150.45455574062032
2026-03-21 19:45:00,40.22,100.0,76.00722054875648,4,150.4317913264599
2026-03-21 19:50:00,40.156,100.0,76.00722054875648,4,150.24967601317655
2026-03-21 19:55:00,40.152,100.0,76.00722054875648,4,150.23829380609635
2026-03-21 20:00:00,40.137,100.0,95.01083096033298,5,150.18991139589616
2026-03-21 20:05:00,40.136,100.0,95.01083096033298,5,150.18635588403328
2026-03-21 20:10:00,40.018,100.0,95.01083096033298,5,149.7668054842102
2026-03-21 20:15:00,39.994,100.0,95.01083096033298,5,149.68147319950043
2026-03-21 20:20:00,40.065,100.0,95.01083096033298,5,149.93391454176682
2026-03-21 20:25:00,40.118,100.0,95.01083096033298,5,150.12235667050095
2026-03-21 20:30:00,40.196,100.0,95.01083096033298,5,150.39968659580768
2026-03-21 20:35:00,40.167,100.0,95.01083096033298,5,150.2965767517834
2026-03-21 20:40:00,40.215,100.0,95.01083096033298,5,150.46724132120295
2026-03-21 20:45:00,40.176,100.0,95.01083096033298,5,150.32857635854955
2026-03-21 20:50:00,40.22,100.0,95.01083096033298,5,150.48501888051746
2026-03-21 20:55:00,40.211,100.0,95.01083096033298,5,150.4530192737513
2026-03-21 21:00:00,40.228,100.0,95.01083096033298,5,150.51346297542074
2026-03-21 21:05:00,40.206,100.0,95.01083096033298,5,150.43524171443678
2026-03-21 21:10:00,40.135,100.0,95.01083096033298,5,150.18280037217033
2026-03-21 21:15:00,40.103,100.0,95.01083096033298,5,150.06902399255733
2026-03-21 21:20:00,40.096,100.0,95.01083096033298,5,150.04413540951697
2026-03-21 21:25:00,40.066,100.0,95.01083096033298,5,149.93747005362977
2026-03-21 21:30:00,40.086,100.0,95.01083096033298,5,150.0085802908879
2026-03-21 21:35:00,40.14,100.0,95.01083096033298,5,150.2005779314849
2026-03-21 21:40:00,40.019,100.0,95.01083096033298,5,149.7703609960731
2026-03-21 21:45:00,40.039,100.0,95.01083096033298,5,149.84147123333125
2026-03-21 21:50:00,40.08,100.0,95.01083096033298,5,149.98724721971044
2026-03-21 21:55:00,40.062,100.0,95.01083096033298,5,149.9232480061781
2026-03-21 22:00:00,40.026,100.0,95.01083096033298,5,149.79524957911346
2026-03-21 22:05:00,40.026,100.0,95.01083096033298,5,149.79524957911346
2026-03-21 22:10:00,40.018,100.0,95.01083096033298,5,149.7668054842102
2026-03-21 22:15:00,39.974,100.0,95.01083096033298,5,149.61036296224228
2026-03-21 22:20:00,39.972,100.0,95.01083096033298,5,149.60325193851648
2026-03-21 22:25:00,39.974,100.0,95.01083096033298,5,149.61036296224228
2026-03-21 22:30:00,39.978,100.0,95.01083096033298,5,149.6245850096939
2026-03-21 22:35:00,39.967,100.0,95.01083096033298,5,149.5854743792019
2026-03-21 22:40:00,39.981,100.0,95.01083096033298,5,149.63525154528264
2026-03-21 22:45:00,39.922,100.0,95.01083096033298,5,149.4254763453711
2026-03-21 22:50:00,39.896,100.0,95.01083096033298,5,149.33303303693552
2026-03-21 22:55:00,39.852,100.0,95.01083096033298,5,149.1765905149676
2026-03-21 23:00:00,39.819,100.0,95.01083096033298,5,149.05925862349164
2026-03-21 23:05:00,39.76,100.0,95.01083096033298,5,148.8494834235801
2026-03-21 23:10:00,39.741,100.0,95.01083096033298,5,148.78192869818488
2026-03-21 23:15:00,39.708,100.0,95.01083096033298,5,148.66459680670891
2026-03-21 23:20:00,39.646,100.0,95.01083096033298,5,148.44415507120868
2026-03-21 23:25:00,39.619,100.0,95.01083096033298,5,148.3481562509102
2026-03-21 23:30:00,39.783,100.0,95.01083096033298,5,148.931260196427
2026-03-21 23:35:00,39.773,100.0,95.01083096033298,5,148.8957050777979
2026-03-21 23:40:00,39.769,100.0,95.01083096033298,5,148.88148303034626
2026-03-21 23:45:00,39.351,100.0,95.01083096033298,5,147.39527907165103
2026-03-21 23:50:00,39.228,100.0,95.01083096033298,5,146.95795111251343
2026-03-21 23:55:00,39.135,100.0,95.01083096033298,5,146.62728850926302
2026-03-22 00:00:00,38.718,100.0,95.01083096033298,5,145.1446400624307
2026-03-22 00:05:00,39.359,100.0,95.01083096033298,5,147.42372316655428
2026-03-22 00:10:00,39.255,100.0,95.01083096033298,5,147.05394993281192
2026-03-22 00:15:00,39.273,100.0,95.01083096033298,5,147.11794914634427
2026-03-22 00:20:00,39.309,100.0,95.01083096033298,5,147.2459475734089
2026-03-22 00:25:00,39.325,100.0,95.01083096033298,5,147.30283576321546
2026-03-22 00:30:00,39.438,100.0,95.01083096033298,5,147.70460860372395
2026-03-22 00:35:00,39.423,100.0,95.01083096033298,5,147.65127592578037
2026-03-22 00:40:00,39.447,100.0,95.01083096033298,5,147.73660821049015
2026-03-22 00:45:00,39.332,100.0,95.01083096033298,5,147.3277243462558
2026-03-22 00:50:00,39.342,100.0,95.01083096033298,5,147.36327946488484
2026-03-22 00:55:00,39.313,100.0,95.01083096033298,5,147.26016962086055
2026-03-22 01:00:00,39.418,100.0,95.01083096033298,5,147.6334983664658
2026-03-22 01:05:00,39.231,100.0,95.01083096033298,5,146.96861764810214
2026-03-22 01:10:00,39.305,100.0,95.01083096033298,5,147.23172552595727
2026-03-22 01:15:00,39.417,100.0,95.01083096033298,5,147.62994285460292
2026-03-22 01:20:00,39.306,100.0,95.01083096033298,5,147.2352810378202
2026-03-22 01:25:00,39.237,100.0,95.01083096033298,5,146.9899507192796
2026-03-22 01:30:00,39.216,100.0,95.01083096033298,5,146.91528497015855
2026-03-22 01:35:00,39.027,100.0,95.01083096033298,5,146.24329322806906
2026-03-22 01:40:00,38.974,100.0,95.01083096033298,5,146.05485109933497
2026-03-22 01:45:00,38.895,100.0,95.01083096033298,5,145.7739656621653
2026-03-22 01:50:00,38.746,100.0,95.01083096033298,5,145.2441943945921
2026-03-22 01:55:00,38.803,100.0,95.01083096033298,5,145.4468585707778
2026-03-22 02:00:00,38.729,100.0,95.01083096033298,5,145.18375069292267
2026-03-22 02:05:00,38.69,100.0,95.01083096033298,5,145.04508573026928
2026-03-22 02:10:00,38.689,100.0,95.01083096033298,5,145.0415302184064
2026-03-22 02:15:00,38.78,100.0,95.01083096033298,5,145.36508179793094
2026-03-22 02:20:00,38.843,100.0,95.01083096033298,5,145.5890790452941
2026-03-22 02:25:00,39.062,100.0,95.01083096033298,5,146.3677361432708
2026-03-22 02:30:00,39.106,100.0,95.01083096033298,5,146.52417866523874
2026-03-22 02:35:00,39.049,100.0,95.01083096033298,5,146.32151448905302
2026-03-22 02:40:00,38.919,100.0,95.01083096033298,5,145.85929794687505
2026-03-22 02:45:00,38.916,100.0,95.01083096033298,5,145.84863141128633
2026-03-22 02:50:00,38.856,100.0,95.01083096033298,5,145.6353006995119
2026-03-22 02:55:00,39.034,100.0,95.01083096033298,5,146.2681818111094
2026-03-22 03:00:00,39.068,100.0,95.01083096033298,5,146.38906921444826
2026-03-22 03:05:00,39.123,100.0,95.01083096033298,5,146.58462236690815
2026-03-22 03:10:00,39.264,100.0,95.01083096033298,5,147.0859495395781
2026-03-22 03:15:00,39.251,100.0,95.01083096033298,5,147.0397278853603
2026-03-22 03:20:00,39.181,100.0,95.01083096033298,5,146.79084205495678
2026-03-22 03:25:00,39.311,100.0,95.01083096033298,5,147.25305859713473
2026-03-22 03:30:00,39.307,100.0,95.01083096033298,5,147.2388365496831
2026-03-22 03:35:00,39.263,100.0,95.01083096033298,5,147.08239402771517
2026-03-22 03:40:00,39.264,100.0,95.01083096033298,5,147.0859495395781
2026-03-22 03:45:00,39.17,100.0,95.01083096033298,5,146.7517314244648
